participant_id,school_id,district_id,study_yr,iqa,lmt,female,race_black,race_asian,race_white,race_hispanic,race_amind,race_pi,born_yr,full_cert,part_cert,none_cert,math_method,math_content,math_advance,grade_level_6,grade_level_7,grade_level_8,math_teach_yrs,c_ishtrack_flg,c_n,c_pctlep,c_pctsped
30504,305,3,4,2,-0.64856952,0,1,0,0,0,0,0,1964,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,19,0,21,9.5238094,9.5238094
30505,305,3,1,1.75,0.412159,0,1,0,0,0,0,0,1965,1,0,0,0 Courses,0 Courses,3 Courses,0,0,1,1,0,13,0,23.07692
30505,305,3,2,2.166667,0.44210199,0,1,0,0,0,0,0,1965,1,0,0,1 Course,5 or More courses,3 Courses,0,0,1,2,0,14,0,21.42857
30505,305,3,3,2.083333,1.2944655,0,1,0,0,0,0,0,1965,1,0,0,1 Course,5 or More courses,3 Courses,0,0,1,3,0,15,0,33.333328
30506,305,3,3,2,-0.71709502,1,1,0,0,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,1,0,0,7,0,18,22.222219,5.5555549
30510,305,3,1,2.166667,1.3475879,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,2,0,23,4.347826,4.347826
30510,305,3,2,2.166667,1.2066615,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,3,0,19,15.78947,5.2631578
30510,305,3,3,2.083333,1.4010085,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,4,0,23,8.695652,0
30510,305,3,4,2,0.87021053,0,0,0,1,0,0,0,1961,1,0,0,0 Courses,0 Courses,0 Courses,0,1,0,5,0,18,16.66667,16.66667
30511,305,3,1,1,0.580576,0,0,0,1,0,0,0,1976,1,0,0,5 or More courses,5 or More courses,0 Courses,0,1,0,3,1,16,0,0
30513,305,3,2,2.333333,-1.19543,1,1,0,0,0,0,0,1967,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,15,0,19,10.52632,26.31579
30513,305,3,3,2.333333,-0.97516,1,1,0,0,0,0,0,1967,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,16,0,16,6.25,0
30513,305,3,4,2.083333,0.061317999,1,1,0,0,0,0,0,1967,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,17,0,22,22.72727,9.090909
30515,305,3,3,2.25,-0.70930398,0,1,0,0,0,0,0,1971,0,1,0,1 Course,0 Courses,3 Courses,0,1,0,1,0,19,10.52632,5.2631578
30602,306,3,1,2.25,0.13162,1,1,0,0,0,0,0,1956,1,0,0,4 Courses,2 Courses,2 Courses,0,0,1,3,0,22,27.27273,13.63636
30602,306,3,2,1,-0.003998,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,4,0,20,15,15
30602,306,3,3,2.5,-0.54223001,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,5,0,14,7.1428571,14.28571
30602,306,3,4,1,-0.60226101,1,1,0,0,0,0,0,1956,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,6,0,20,0,0
30604,306,3,1,1.833333,-0.43994701,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,10,1,28,3.571429,0
30604,306,3,2,1.833333,-0.345411,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,11,0,18,16.66667,0
30604,306,3,3,1.75,-0.81194502,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,12,1,21,0,0
30604,306,3,4,2,-0.70930398,1,1,0,0,0,0,0,1963,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,13,0,24,29.16667,20.83333
30605,306,3,2,1.666667,0.72299701,0,0,0,1,0,0,0,1957,1,0,0,3 Courses,0 Courses,5 or More courses,0,1,0,7,1,14,14.28571,0
30605,306,3,4,2.5,-0.0034075,0,0,0,1,0,0,0,1957,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,9,1,22,18.18182,0
30606,306,3,2,2.583333,-0.63992399,1,1,0,0,0,0,0,1962,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,7,0,23,21.73913,21.73913
30606,306,3,4,2.333333,-0.435184,1,1,0,0,0,0,0,1962,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,1,0,9,0,22,27.27273,9.090909
30607,306,3,1,1.916667,1.03688,0,0,0,0,1,0,0,1978,1,0,0,3 Courses,1 Course,5 or More courses,0,0,1,6,1,22,4.545455,4.545455
30607,306,3,2,1.25,0.50478101,0,0,0,0,1,0,0,1978,1,0,0,4 Courses,4 Courses,5 or More courses,0,0,1,7,0,22,36.36364,4.545455
30607,306,3,3,1.666667,1.1042215,0,0,0,0,1,0,0,1978,1,0,0,4 Courses,4 Courses,5 or More courses,0,0,1,8,0,13,7.692307,0
30607,306,3,4,2,0.73561752,0,0,0,0,1,0,0,1978,1,0,0,4 Courses,5 or More courses,5 or More courses,0,0,1,9,1,29,0,0
30608,306,3,2,1.666667,-0.91534549,1,0,0,0,1,0,0,1975,1,0,0,1 Course,1 Course,1 Course,0,0,1,9,0,19,42.105259,42.105259
30608,306,3,3,2,-0.54223001,1,0,0,0,1,0,0,1975,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,10,1,11,0,0
30613,306,3,1,1.666667,-0.97516,0,0,0,0,1,0,0,1977,0,1,0,2 Courses,2 Courses,3 Courses,0,1,0,1,0,19,31.578951,5.2631578
40103,401,4,1,3.416667,-0.54223001,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,1 Course,0,0,1,21,1,28,0,0
40103,401,4,2,3.083333,-0.085130997,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,22,1,31,0,0
40103,401,4,3,2.5,-0.114937,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,23,0,27,3.7037041,0
40103,401,4,4,3.333333,0.047619499,1,0,0,1,0,0,0,1961,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,24,1,30,0,0
40104,401,4,1,1.75,-0.67299998,1,0,0,1,0,0,0,1979,1,0,0,2 Courses,2 Courses,3 Courses,0,0,1,6,0,31,0,29.032261
40104,401,4,2,2.166667,-0.26427799,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,2 Courses,3 Courses,0,0,1,7,0,26,0,30.76923
40104,401,4,3,2.416667,-0.1361125,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,2 Courses,3 Courses,0,0,1,8,0,27,0,25.92593
40104,401,4,4,2.5,0.25438151,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,3 Courses,3 Courses,0,0,1,9,0,25,0,40
40105,401,4,1,3,0.97933048,0,0,0,1,0,0,0,1971,1,0,0,3 Courses,4 Courses,2 Courses,1,0,0,10,0,30,3.333333,20
40106,401,4,1,1.666667,0.54492402,0,0,0,1,0,0,0,1978,1,0,0,1 Course,2 Courses,3 Courses,1,0,0,4,0,33,3.030303,24.24242
40106,401,4,2,1.583333,0.28398049,0,0,0,1,0,0,0,1978,1,0,0,1 Course,2 Courses,3 Courses,1,0,0,5,0,29,0,17.241381
40107,401,4,1,3.083333,0.51091599,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,4 Courses,2 Courses,0,0,1,19,0,26,0,3.846154
40107,401,4,2,1.75,0.14895301,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,20,1,32,0,0
40107,401,4,3,2,0.70536947,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,21,0,29,0,0
40107,401,4,4,1.916667,0.50478101,1,1,0,0,0,0,0,1949,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,22,1,31,0,0
40117,401,4,4,2.5,-0.085130997,1,0,0,1,0,0,0,1977,0,1,0,5 or More courses,3 Courses,5 or More courses,1,0,0,1,1,28,0,0
40201,401,4,2,1.916667,0.060082499,1,0,0,1,0,0,0,1978,1,0,0,2 Courses,1 Course,2 Courses,1,0,0,5,0,26,0,23.07692
40201,401,4,3,2.583333,0.047619499,1,0,0,1,0,0,0,1978,1,0,0,2 Courses,1 Course,3 Courses,1,0,0,6,0,28,0,10.71429
40201,401,4,4,3.583333,-0.070707001,1,0,0,1,0,0,0,1978,1,0,0,2 Courses,1 Course,2 Courses,1,0,0,7,0,20,0,25
40203,402,4,1,1.125,-0.82625198,0,0,0,1,0,0,0,1982,1,0,0,2 Courses,3 Courses,1 Course,0,1,0,2,0,24,0,33.333328
40204,402,4,1,2.5,0.047619499,0,1,0,0,0,0,0,1979,1,0,0,1 Course,1 Course,1 Course,1,0,0,5,0,21,0,4.7619052
40205,402,4,1,1,-0.60690498,1,0,0,1,0,0,0,1967,1,0,0,1 Course,5 or More courses,0 Courses,0,0,1,4,0,28,0,7.1428571
40206,402,4,3,2.166667,1.353875,0,0,0,1,0,0,0,1984,1,0,0,2 Courses,2 Courses,4 Courses,0,1,0,2,0,53,5.660378,24.528299
40211,401,4,3,2.166667,-0.58626997,0,0,0,1,0,0,0,1986,1,0,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,2,0,30,0,6.666667
40212,402,4,3,2.25,-0.309122,1,0,0,1,0,0,0,1984,0,0,1,2 Courses,3 Courses,2 Courses,0,1,0,1,0,23,0,8.695652
40214,402,4,3,1.916667,-0.076892503,1,0,0,1,0,0,0,1986,0,0,1,4 Courses,5 or More courses,1 Course,0,0,1,1,0,21,0,4.7619052
40214,402,4,4,2.333333,0.24400049,1,0,0,1,0,0,0,1986,1,0,0,3 Courses,4 Courses,2 Courses,0,0,1,2,0,26,0,11.53846
40218,402,4,4,1.666667,1.234309,0,0,0,1,0,0,0,1977,0,1,0,4 Courses,4 Courses,5 or More courses,0,1,0,10,0,22,0,31.81818
40219,402,4,4,2.083333,0.46379101,1,0,0,1,0,0,0,1988,1,0,0,5 or More courses,5 or More courses,2 Courses,0,1,0,1,0,28,0,10.71429
40221,402,4,4,2.916667,-0.67264998,1,1,0,0,0,0,0,1987,1,0,0,2 Courses,2 Courses,1 Course,1,0,0,1,0,23,0,8.695652
40223,402,4,4,2.416667,0.231543,0,0,0,1,0,0,0,1985,1,0,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,1,0,28,0,28.57143
40304,403,4,3,2.5,-0.59965998,1,0,0,1,0,0,0,1980,1,0,0,5 or More courses,5 or More courses,3 Courses,1,0,0,6,0,22,4.545455,4.545455
40307,403,4,3,2.333333,-0.49721599,1,0,0,1,0,0,0,1983,1,0,0,5 or More courses,5 or More courses,1 Course,0,1,0,4,0,52,1.923077,1.923077
40307,407,4,4,3.083333,-0.60623002,1,0,0,1,0,0,0,1983,1,0,0,5 or More courses,5 or More courses,1 Course,0,1,0,5,1,24,4.166667,4.166667
40310,403,4,3,2.5,-0.1433125,1,0,0,1,0,0,0,1985,1,0,0,0 Courses,0 Courses,2 Courses,0,1,0,2,0,28,0,0
40310,407,4,4,2.166667,0.68076801,1,0,0,1,0,0,0,1985,1,0,0,2 Courses,3 Courses,1 Course,0,1,0,3,1,23,0,21.73913
40311,403,4,3,1.916667,0.4070175,1,0,0,1,0,0,0,1987,0,1,0,3 Courses,3 Courses,1 Course,0,0,1,1,0,104,4.807693,13.46154
40315,403,4,4,2.5,-0.43994701,0,0,0,0,0,0,0,1983,0,1,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,1,0,24,4.166667,20.83333
40316,403,4,4,2.75,-0.003998,1,0,0,1,0,0,0,1986,0,1,0,2 Courses,1 Course,5 or More courses,0,1,0,1,0,25,4,4
40318,403,4,4,3,0.205994,0,0,0,1,0,0,0,1986,0,1,0,5 or More courses,5 or More courses,4 Courses,1,0,0,1,0,26,0,11.53846
40401,404,4,1,2.333333,-0.1361125,1,0,0,1,0,1,0,1960,1,0,0,4 Courses,4 Courses,2 Courses,0,1,0,7,0,28,0,50
40404,404,4,1,2,0.264029,1,0,0,1,0,0,0,1981,0,1,0,1 Course,5 or More courses,2 Courses,0,1,0,2,0,18,11.11111,5.5555549
40405,404,4,1,1.75,-0.1361125,1,0,0,1,0,0,0,1970,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,4,0,31,16.12903,38.709679
40406,404,4,1,2.333333,0.031091001,1,0,0,1,0,0,0,1979,0,1,0,3 Courses,5 or More courses,1 Course,0,0,1,1,1,31,0,0
40406,404,4,2,2,-0.40816501,1,0,0,1,0,0,0,1979,1,0,0,3 Courses,5 or More courses,2 Courses,1,0,0,2,1,25,4,4
40406,404,4,3,2.916667,-0.215956,1,0,0,1,0,0,0,1979,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,3,0,24,4.166667,0
40406,404,4,4,2.916667,0.2698305,1,0,0,1,0,0,0,1979,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,4,1,30,0,3.333333
40407,404,4,2,1.5,-0.47665,1,0,0,1,0,0,0,1984,0,1,0,1 Course,2 Courses,2 Courses,0,0,1,1,1,30,0,6.666667
40407,404,4,3,2.25,-0.215956,1,0,0,1,0,0,0,1984,1,0,0,2 Courses,5 or More courses,3 Courses,0,0,1,2,1,23,8.695652,13.04348
40408,404,4,2,1.416667,-0.40454751,0,1,0,0,0,0,0,1977,0,1,0,3 Courses,3 Courses,2 Courses,0,1,0,1,0,24,0,4.166667
40408,404,4,3,1.916667,-0.048879001,0,1,0,0,0,0,0,1977,0,1,0,2 Courses,2 Courses,2 Courses,0,1,0,2,0,24,4.166667,0
40409,404,4,2,1.916667,0.580576,0,0,0,1,0,0,0,1986,1,0,0,4 Courses,4 Courses,1 Course,1,0,0,1,1,22,0,0
40409,404,4,3,2.166667,-0.53858501,0,0,0,1,0,0,0,1986,1,0,0,4 Courses,4 Courses,2 Courses,1,0,0,2,1,24,4.166667,41.666672
40409,404,4,4,3.333333,0.311986,0,0,0,1,0,0,0,1986,1,0,0,3 Courses,2 Courses,2 Courses,1,0,0,3,1,26,0,0
40410,404,4,1,1.25,-0.53858501,1,0,0,1,0,0,0,1950,1,0,0,5 or More courses,3 Courses,0 Courses,0,0,1,17,1,32,6.25,3.125
40410,404,4,2,1.25,-0.60226101,1,0,0,1,0,0,0,1950,1,0,0,5 or More courses,5 or More courses,0 Courses,0,0,1,18,1,28,3.571429,3.571429
40410,404,4,3,1.583333,0.205994,1,0,0,1,0,0,0,1950,1,0,0,5 or More courses,5 or More courses,0 Courses,0,0,1,19,1,25,0,28
40410,404,4,4,1.25,0.081946,1,0,0,1,0,0,0,1950,1,0,0,5 or More courses,5 or More courses,0 Courses,0,0,1,20,0,38,0,7.8947368
40416,404,4,4,2.166667,-0.63992399,1,0,0,1,0,0,0,1985,1,0,0,2 Courses,1 Course,1 Course,0,1,0,2,1,25,0,0
40504,405,4,3,2.333333,-0.47580999,1,0,0,1,0,0,0,1977,1,0,0,5 or More courses,4 Courses,4 Courses,1,0,0,6,0,44,0,25
40504,405,4,4,2.166667,-0.309122,1,0,0,1,0,0,0,1977,1,0,0,5 or More courses,5 or More courses,4 Courses,0,1,0,7,0,23,0,21.73913
40505,405,4,3,2.25,-0.768534,1,0,0,1,0,0,0,1980,1,0,0,2 Courses,5 or More courses,2 Courses,0,1,0,6,0,31,48.3871,0
40506,405,4,3,1.916667,-1.130055,1,0,0,1,0,0,0,1952,1,0,0,5 or More courses,5 or More courses,4 Courses,0,1,0,34,0,30,6.666667,33.333328
40506,405,4,4,2.5,-1.0251141,1,0,0,1,0,0,0,1952,1,0,0,5 or More courses,5 or More courses,4 Courses,0,0,1,35,0,24,4.166667,16.66667
40507,405,4,1,3.083333,-0.085130997,1,0,0,1,0,0,0,1952,1,0,0,2 Courses,2 Courses,2 Courses,1,0,0,32,0,26,3.846154,0
40508,405,4,3,3.333333,0.55131048,1,1,0,0,0,0,0,1976,1,0,0,5 or More courses,5 or More courses,5 or More courses,0,0,1,3,0,46,2.173913,13.04348
40508,405,4,4,2.833333,-0.1625005,1,1,0,0,0,0,0,1976,1,0,0,5 or More courses,5 or More courses,5 or More courses,1,0,0,4,0,25,0,4
40510,405,4,4,3.166667,-0.1361125,1,0,0,1,0,0,0,1983,1,0,0,5 or More courses,5 or More courses,3 Courses,0,0,1,5,0,28,42.85714,0
40513,405,4,4,2.25,-1.83114,1,0,0,1,0,0,0,1982,1,0,0,5 or More courses,5 or More courses,2 Courses,0,0,1,3,0,20,10,0
40603,406,4,1,2.333333,-0.99992502,1,0,0,1,0,0,0,1954,1,0,0,5 or More courses,5 or More courses,0 Courses,1,0,0,9,0,29,20.689659,3.448276
40604,406,4,1,3.333333,1.0858735,0,0,0,1,0,0,0,1978,0,1,0,1 Course,5 or More courses,2 Courses,0,0,1,3,0,29,17.241381,0
40604,406,4,2,2.5,0.91741699,0,0,0,1,0,0,0,1978,1,0,0,1 Course,5 or More courses,2 Courses,0,0,1,4,0,31,0,0
40605,406,4,2,2.333333,-0.309122,1,0,0,1,0,0,0,1967,1,0,0,4 Courses,5 or More courses,1 Course,1,0,0,12,0,23,0,47.826092
40605,406,4,3,2.583333,-0.1361125,1,0,0,1,0,0,0,1967,1,0,0,5 or More courses,5 or More courses,3 Courses,0,0,1,13,0,24,29.16667,41.666672
40606,406,4,2,1.583333,0.44210199,0,0,0,1,0,0,0,1984,1,0,0,2 Courses,2 Courses,5 or More courses,0,1,0,1,0,18,0,0
40606,406,4,3,1.916667,0.83184952,0,0,0,1,0,0,0,1984,1,0,0,2 Courses,0 Courses,5 or More courses,0,1,1,2,0,25,0,0
40608,406,4,1,2,-0.215956,1,0,0,1,0,0,0,1984,1,0,0,3 Courses,1 Course,3 Courses,0,0,1,1,0,25,8,40
40608,406,4,2,1.25,0.182896,1,0,0,1,0,0,0,1984,1,0,0,3 Courses,2 Courses,3 Courses,0,0,1,2,0,25,0,8
40608,406,4,3,2.5,-0.20765001,1,0,0,1,0,0,0,1984,1,0,0,3 Courses,3 Courses,3 Courses,1,0,0,3,0,23,8.695652,0
40611,406,4,3,1.833333,-1.397715,1,0,0,1,0,0,0,1987,0,1,0,2 Courses,4 Courses,5 or More courses,1,0,0,1,0,25,8,4
40612,406,4,4,1.5,-0.96615398,1,0,0,1,0,0,0,1988,0,1,0,4 Courses,5 or More courses,0 Courses,0,1,0,1,0,19,0,5.2631578
40613,406,4,4,1.916667,-0.73060101,0,0,0,1,0,0,0,1978,1,0,0,2 Courses,2 Courses,1 Course,0,0,1,5,0,21,4.7619052,52.380951
40614,406,4,4,2.833333,-0.47665,1,0,0,1,0,0,0,1983,0,1,0,2 Courses,2 Courses,5 or More courses,0,1,1,4,0,22,0,0
40702,407,4,1,3.083333,0.34420449,1,0,0,1,0,0,0,1970,1,0,0,5 or More courses,5 or More courses,4 Courses,1,0,0,7,0,15,0,6.666667
40703,407,4,1,2.416667,0.198293,1,1,0,0,0,0,0,1954,1,0,0,2 Courses,1 Course,0 Courses,0,1,0,3,0,27,0,3.7037041
40703,407,4,2,2.083333,-0.003998,1,1,0,0,0,0,0,1954,1,0,0,2 Courses,1 Course,0 Courses,0,0,1,4,0,31,12.90323,0
40704,407,4,1,2.583333,0.61100447,0,0,0,1,0,0,0,1948,1,0,0,2 Courses,2 Courses,5 or More courses,0,0,1,32,0,24,0,0
40704,407,4,2,1.916667,1.03688,0,0,0,1,0,0,0,1948,1,0,0,2 Courses,2 Courses,5 or More courses,0,0,1,33,0,27,0,40.740742
40704,407,4,3,2.916667,0.30682549,0,0,0,1,0,0,0,1948,1,0,0,2 Courses,2 Courses,5 or More courses,0,0,1,34,0,45,4.4444451,17.777781
40705,407,4,1,2.25,-0.51774448,1,0,0,1,0,0,0,1948,1,0,0,1 Course,5 or More courses,0 Courses,1,0,0,9,0,18,0,16.66667
40705,407,4,2,1.833333,-0.67299998,1,0,0,1,0,0,0,1948,1,0,0,1 Course,5 or More courses,0 Courses,1,0,0,10,0,22,4.545455,0
40705,407,4,3,2.916667,-0.384994,1,0,0,1,0,0,0,1948,1,0,0,1 Course,5 or More courses,0 Courses,1,0,0,11,0,22,0,0
40706,407,4,1,2.416667,-1.154004,1,0,0,1,0,0,0,1944,1,0,0,4 Courses,4 Courses,0 Courses,0,0,1,25,0,30,0,0
40707,407,4,2,1.666667,0.48844701,1,0,0,1,0,0,0,1985,0,1,0,4 Courses,4 Courses,3 Courses,0,1,0,1,0,25,4,32
40708,407,4,2,2,-0.25715351,1,0,0,1,0,0,0,1945,1,0,0,2 Courses,0 Courses,0 Courses,1,0,0,24,0,29,0,37.93103
40708,407,4,3,2.833333,-0.2497175,1,0,0,1,0,0,0,1945,1,0,0,2 Courses,2 Courses,0 Courses,1,0,0,25,0,57,3.5087719,12.2807
40708,407,4,4,1.916667,-0.88518,1,0,0,1,0,0,0,1945,1,0,0,2 Courses,1 Course,0 Courses,1,0,0,26,1,28,0,3.571429
40713,407,4,3,1.583333,-0.30694401,1,0,0,1,0,0,0,1962,1,0,0,2 Courses,5 or More courses,3 Courses,0,0,1,26,0,41,0,24.39024
40713,407,4,4,1.583333,-0.73825502,1,0,0,1,0,0,0,1962,1,0,0,5 or More courses,5 or More courses,1 Course,0,0,1,27,1,24,29.16667,8.333333
40714,407,4,3,1.833333,0.30682549,0,0,0,1,0,0,0,1955,1,0,0,1 Course,2 Courses,2 Courses,0,1,0,6,0,52,1.923077,1.923077
40717,407,4,4,2.666667,-0.076892503,1,0,0,1,0,0,0,1982,1,0,0,4 Courses,3 Courses,2 Courses,0,0,1,6,1,19,0,0